GeneID	Length	logFC	logCPM	F	PValue	FDR	gene_name	gene_type
ENSG00000000003.15	4536	-0.270431411035069	3.85985302569741	0.214294927677469	0.651253604923009	0.999991018001551	TSPAN6	protein_coding
ENSG00000000419.13	1207	-0.559814448993562	3.68667584616595	0.822974437885485	0.381202541715751	0.999991018001551	DPM1	protein_coding
ENSG00000000457.14	6883	-0.667601255549568	2.62038918669587	1.23096052077731	0.287787007880236	0.999991018001551	SCYL3	protein_coding
ENSG00000000460.17	5970	-1.54270752795875	2.49211826998616	6.77313764025727	0.0222433399303523	0.469401069356573	C1orf112	protein_coding
ENSG00000000971.16	7980	-0.783516930293863	3.68354848937633	1.39651547039714	0.258962963877638	0.999991018001551	CFH	protein_coding
ENSG00000001036.14	2822	-0.297466827843072	5.79830514807417	0.421188197831933	0.527906749559467	0.999991018001551	FUCA2	protein_coding
ENSG00000001084.13	8618	-0.58496790855812	4.96807273101658	1.1754886050557	0.298429691418239	0.999991018001551	GCLC	protein_coding
ENSG00000001167.14	3811	-0.35679534906117	4.99553726502214	0.600833446389065	0.452451647154897	0.999991018001551	NFYA	protein_coding
ENSG00000001460.18	8511	0.50335369418606	3.10488810969419	0.826495404762585	0.380216946024578	0.999991018001551	STPG1	protein_coding
ENSG00000001461.17	9396	0.994827291135113	7.03004932305716	4.56516707155359	0.0526956112974187	0.725996377382186	NIPAL3	protein_coding
ENSG00000001497.17	5601	-0.100818818020506	4.98173987345881	0.0464316692486458	0.832814873819719	0.999991018001551	LAS1L	protein_coding
ENSG00000001561.7	4644	3.08146863387113	0.362599582041224	18.0189043924852	0.00100563710892942	0.137366910825157	ENPP4	protein_coding
ENSG00000001617.12	4826	0.136800217698633	6.0935076047749	0.0454308126628017	0.834597066292012	0.999991018001551	SEMA3F	protein_coding
ENSG00000001629.10	7389	-0.252266865690818	5.49800861776908	0.282558690725022	0.604202527231474	0.999991018001551	ANKIB1	protein_coding
ENSG00000001630.17	3529	-0.839995279740131	4.64319556636046	2.3112308760907	0.15294080352278	0.999991018001551	CYP51A1	protein_coding
ENSG00000001631.16	6204	-0.201300050105034	3.77198780683723	0.121229184308539	0.733408531823027	0.999991018001551	KRIT1	protein_coding
ENSG00000002016.18	4503	0.168413167066763	2.95544323656277	0.0910562966925656	0.767722862150658	0.999991018001551	RAD52	protein_coding
ENSG00000002330.14	1708	0.306667055670516	4.02585375422866	0.350980629907347	0.563958068425692	0.999991018001551	BAD	protein_coding
ENSG00000002549.12	3785	0.565376559612906	5.56401460012926	1.48611476921141	0.244978817459061	0.999991018001551	LAP3	protein_coding
ENSG00000002586.20	4858	0.314927685767369	7.50607595080816	0.459188067701297	0.510160443383266	0.999991018001551	CD99	protein_coding
ENSG00000002586.20_PAR_Y	4858	0.314765843972947	7.50596946796922	0.458731502696102	0.510367158961253	0.999991018001551	CD99	protein_coding
ENSG00000002745.13	3264	3.68386900124731	5.17454390510082	37.4122097055438	4.07246697715659e-05	0.0363110588261826	WNT16	protein_coding
ENSG00000002746.15	13935	0.783379886090738	0.932148661131304	1.69634583564948	0.215890535091828	0.999991018001551	HECW1	protein_coding
ENSG00000002822.15	7230	-0.331224743002569	5.00874372005694	0.386731550263995	0.545024839950621	0.999991018001551	MAD1L1	protein_coding
ENSG00000002834.18	7061	-0.297544197385659	8.91222389735819	0.32676875546273	0.577545229966437	0.999991018001551	LASP1	protein_coding
ENSG00000002919.15	4133	0.124765118702089	3.88893163364404	0.0607895530142911	0.809192570566816	0.999991018001551	SNX11	protein_coding
ENSG00000002933.9	3477	-2.03336178302866	3.44028407990712	12.8841324617798	0.00341378742100855	0.214717788188878	TMEM176A	protein_coding
ENSG00000003056.8	3585	-0.0939163289949833	6.23541273872354	0.0440399202963463	0.837108321722756	0.999991018001551	M6PR	protein_coding
ENSG00000003096.14	6983	-1.86563005901988	2.34629521407734	8.38565013373463	0.0127668710185544	0.353240835144605	KLHL13	protein_coding
ENSG00000003137.8	5015	-0.0609219115838124	0.908618780366015	0.00978266617591335	0.922755882433328	0.999991018001551	CYP26B1	protein_coding
ENSG00000003249.14	4700	0.0570649659480074	4.37618881364284	0.00884111669916011	0.926554744175441	0.999991018001551	DBNDD1	protein_coding
ENSG00000003393.15	10438	-0.127471694309529	5.23765130197549	0.0765545004830006	0.786473773533919	0.999991018001551	ALS2	protein_coding
ENSG00000003402.20	22479	0.534824646038671	5.8798982640509	1.39791544162323	0.258736317026997	0.999991018001551	CFLAR	protein_coding
ENSG00000003436.16	11714	-0.586242538069463	5.72807696647932	1.11139484700534	0.311422651326317	0.999991018001551	TFPI	protein_coding
ENSG00000003509.16	3651	0.181198313705405	3.56760802451651	0.110665603635285	0.744814612411427	0.999991018001551	NDUFAF7	protein_coding
ENSG00000003756.17	10357	0.0521410567492749	6.76992042834704	0.0131595961800576	0.910464558135204	0.999991018001551	RBM5	protein_coding
ENSG00000003987.14	6928	-0.656580704498265	1.31561343857073	0.787743735945944	0.391281875875872	0.999991018001551	MTMR7	protein_coding
ENSG00000003989.18	7905	-0.514937302415517	6.7744445117451	0.923786901819949	0.35442528110902	0.999991018001551	SLC7A2	protein_coding
ENSG00000004059.11	1825	-0.191399697734908	5.92569362945339	0.167280453417078	0.689353280123273	0.999991018001551	ARF5	protein_coding
ENSG00000004139.14	11105	-0.672368452175955	4.86411799370654	1.99145383731933	0.182214101404042	0.999991018001551	SARM1	protein_coding
ENSG00000004142.12	2670	-0.0252412449898278	6.48499162535754	0.00306703285384531	0.95669682520215	0.999991018001551	POLDIP2	protein_coding
ENSG00000004399.13	9557	0.00316288208372918	7.01335524885781	2.90447842177e-05	0.995783697691177	0.999991018001551	PLXND1	protein_coding
ENSG00000004455.17	9625	0.151977884070351	5.982530241513	0.112696348018782	0.742575921654873	0.999991018001551	AK2	protein_coding
ENSG00000004478.8	5163	-0.314737446783197	5.62669828003795	0.495505641848016	0.494186368412191	0.999991018001551	FKBP4	protein_coding
ENSG00000004487.17	5440	-0.791290393257474	6.01517995397479	3.05210239767228	0.104751600373691	0.932932540727754	KDM1A	protein_coding
ENSG00000004534.15	7299	0.0276204185293502	6.11322955208224	0.00372393367907358	0.952289910167645	0.999991018001551	RBM6	protein_coding
ENSG00000004660.15	7433	0.417575749034435	2.78354091959973	0.460166512126816	0.509717951403494	0.999991018001551	CAMKK1	protein_coding
