GeneID	Length	logFC	unshrunk.logFC	logCPM	PValue	FDR	gene_name	gene_type
ENSG00000000003.15	4536	-0.270431411035069	-0.270495258764939	3.85985302569741	0.702255910191148	0.999992947004265	TSPAN6	protein_coding
ENSG00000000419.13	1207	-0.559814448993562	-0.559966377255645	3.68667584616595	0.449556136913271	0.999992947004265	DPM1	protein_coding
ENSG00000000457.14	6883	-0.667601255549568	-0.667986559986608	2.62038918669587	0.358402447341508	0.999992947004265	SCYL3	protein_coding
ENSG00000000460.17	5970	-1.54270752795875	-1.5438377495474	2.49211826998616	0.0391041061682484	0.804968989241478	C1orf112	protein_coding
ENSG00000000971.16	7980	-0.783516930293863	-0.783735592490457	3.68354848937633	0.322198097738289	0.999992947004265	CFH	protein_coding
ENSG00000001036.14	2822	-0.297466827843072	-0.297485117536236	5.79830514807417	0.626468373149216	0.999992947004265	FUCA2	protein_coding
ENSG00000001084.13	8618	-0.58496790855812	-0.585033194016192	4.96807273101658	0.381808087711997	0.999992947004265	GCLC	protein_coding
ENSG00000001167.14	3811	-0.35679534906117	-0.35683374647573	4.99553726502214	0.559153192881747	0.999992947004265	NFYA	protein_coding
ENSG00000001460.18	8511	0.50335369418606	0.503557585233554	3.10488810969419	0.459720893269153	0.999992947004265	STPG1	protein_coding
ENSG00000001461.17	9396	0.994827291135113	0.994855226831823	7.03004932305716	0.100387742826275	0.999992947004265	NIPAL3	protein_coding
ENSG00000001497.17	5601	-0.100818818020506	-0.100829663821098	4.98173987345881	0.870812382778723	0.999992947004265	LAS1L	protein_coding
ENSG00000001561.7	4644	3.08146863387113	3.09810763070207	0.362599582041224	0.00147338865106818	0.20926886362145	ENPP4	protein_coding
ENSG00000001617.12	4826	0.136800217698633	0.136807030655898	6.0935076047749	0.85733494418654	0.999992947004265	SEMA3F	protein_coding
ENSG00000001629.10	7389	-0.252266865690818	-0.25228593749674	5.49800861776908	0.685090053702457	0.999992947004265	ANKIB1	protein_coding
ENSG00000001630.17	3529	-0.839995279740131	-0.840116181402961	4.64319556636046	0.218895470740455	0.999992947004265	CYP51A1	protein_coding
ENSG00000001631.16	6204	-0.201300050105034	-0.201350466689284	3.77198780683723	0.774285657403905	0.999992947004265	KRIT1	protein_coding
ENSG00000002016.18	4503	0.168413167066763	0.168487729711096	2.95544323656277	0.805672320248378	0.999992947004265	RAD52	protein_coding
ENSG00000002330.14	1708	0.306667055670516	0.3067316911229	4.02585375422866	0.637971797737091	0.999992947004265	BAD	protein_coding
ENSG00000002549.12	3785	0.565376559612906	0.565418209667126	5.56401460012926	0.35232439314824	0.999992947004265	LAP3	protein_coding
ENSG00000002586.20	4858	0.314927685767369	0.314933612647283	7.50607595080816	0.608436682385157	0.999992947004265	CD99	protein_coding
ENSG00000002586.20_PAR_Y	4858	0.314765843972947	0.314771768195573	7.50596946796922	0.608620232514421	0.999992947004265	CD99	protein_coding
ENSG00000002745.13	3264	3.68386900124731	3.68473715228805	5.17454390510082	5.9013063760008e-05	0.051993459825755	WNT16	protein_coding
ENSG00000002746.15	13935	0.783379886090738	0.784886599554681	0.932148661131304	0.282011162413192	0.999992947004265	HECW1	protein_coding
ENSG00000002822.15	7230	-0.331224743002569	-0.331260022110889	5.00874372005694	0.617641140413801	0.999992947004265	MAD1L1	protein_coding
ENSG00000002834.18	7061	-0.297544197385659	-0.297546308015521	8.91222389735819	0.64925252128666	0.999992947004265	LASP1	protein_coding
ENSG00000002919.15	4133	0.124765118702089	0.12479382539738	3.88893163364404	0.846467985151714	0.999992947004265	SNX11	protein_coding
ENSG00000002933.9	3477	-2.03336178302866	-2.03423433507716	3.44028407990712	0.00648115037160464	0.363708123242183	TMEM176A	protein_coding
ENSG00000003056.8	3585	-0.0939163289949833	-0.0939205642928567	6.23541273872354	0.87747740426842	0.999992947004265	M6PR	protein_coding
ENSG00000003096.14	6983	-1.86563005901988	-1.86727520407896	2.34629521407734	0.0211052193553315	0.591248124420186	KLHL13	protein_coding
