Row.names	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_name	gene_type
ENSG00000000003.15	4536	0.184167077306764	5.42302953353321	1.51034625405177	0.166251658987669	0.233276619312551	-6.79942563286929	TSPAN6	protein_coding
ENSG00000000419.13	1207	0.0363345960522562	4.80341346141525	0.369107602010609	0.720836020053311	0.775943525291693	-7.7868565554052	DPM1	protein_coding
ENSG00000000457.14	6883	-0.35686778302944	2.95004464277212	-2.65191433001658	0.0270605084951456	0.0513970142603212	-4.66140733052802	SCYL3	protein_coding
ENSG00000000460.17	5970	-0.903774283656696	3.25273719442541	-7.1202824057625	6.45145413173923e-05	0.000410859046977784	1.67988595398007	C1orf112	protein_coding
ENSG00000000971.16	7980	0.543390755929291	5.32825772019447	5.09484147118432	0.000713043820873452	0.00268383633419781	-1.22009760555681	CFH	protein_coding
ENSG00000001036.14	2822	0.0776610027309752	5.35891360734285	0.654169740427725	0.5298471859538	0.607894610656852	-7.68996356978666	FUCA2	protein_coding
ENSG00000001084.13	8618	-0.255764267736111	4.37517671521872	-2.42745842185749	0.0389198028887292	0.0693917604753471	-5.29538463688368	GCLC	protein_coding
ENSG00000001167.14	3811	-0.271150898687843	4.19842071303473	-2.31979884149342	0.0463314195257237	0.08033680266222	-5.43936429833814	NFYA	protein_coding
ENSG00000001460.18	8511	0.311341313094399	3.12894811853714	2.45276684161811	0.0373563766309405	0.0670155485238131	-5.02020406121198	STPG1	protein_coding
ENSG00000001461.17	9396	0.842724865236631	4.81242458632902	8.62218663357844	1.46600994635661e-05	0.000134389914108003	3.04922840379651	NIPAL3	protein_coding
ENSG00000001497.17	5601	-0.507012788286348	5.33997681907732	-5.65837092866846	0.000346324669014635	0.00151834084251756	-0.447236788054744	LAS1L	protein_coding
ENSG00000001561.7	4644	0.0509697258202945	3.0671989806521	0.370628109419755	0.719742883588667	0.775146958801402	-7.47507698310226	ENPP4	protein_coding
ENSG00000001617.12	4826	0.570023816589981	4.06441249245966	4.81367611592286	0.00103973258210134	0.00361046179634593	-1.46323804429483	SEMA3F	protein_coding
ENSG00000001629.10	7389	-0.0669751473095275	6.295963683674	-0.800481489427709	0.444657791061505	0.527802359095117	-7.64010337113142	ANKIB1	protein_coding
ENSG00000001630.17	3529	-0.859699148545373	5.93937131951012	-8.55536278943721	1.55887966492233e-05	0.000140555307076862	2.88138070989554	CYP51A1	protein_coding
ENSG00000001631.16	6204	-0.0827122295338429	3.89665004698505	-0.763756440240462	0.465141479739365	0.547543197011748	-7.4040407889881	KRIT1	protein_coding
ENSG00000002016.18	4503	-0.448579251850417	2.84072068554043	-2.92471986511811	0.0174391712184	0.0359277116925115	-4.1906664283542	RAD52	protein_coding
ENSG00000002330.14	1708	-0.102095425928931	3.81599225944463	-0.754634201307533	0.470324214027034	0.552524669844437	-7.39598132159428	BAD	protein_coding
ENSG00000002549.12	3785	-0.009451717857206	5.68569228594577	-0.0894675855592836	0.93072810506314	0.948271737883757	-7.94474078555777	LAP3	protein_coding
ENSG00000002586.20	4858	-0.00865548585898215	7.57961423036361	-0.0892016125818394	0.93093343085825	0.948315346793478	-8.01789402090792	CD99	protein_coding
ENSG00000002586.20_PAR_Y	4858	-0.00865548585898215	7.57961423036361	-0.0892016125818394	0.93093343085825	0.948315346793478	-8.01789402090792	CD99	protein_coding
ENSG00000002746.15	13935	0.455413935155541	3.06169780280038	3.35053564965485	0.00888357583390671	0.0206951698819372	-3.54036872486611	HECW1	protein_coding
ENSG00000002822.15	7230	-0.344403760789485	4.4577664495687	-3.34571418789519	0.00895077986916143	0.0208345300241881	-3.80657434159814	MAD1L1	protein_coding
ENSG00000002834.18	7061	-0.0596852301745042	8.11451098959573	-0.676639131627631	0.516151024851612	0.595107009218139	-7.78424667391129	LASP1	protein_coding
ENSG00000002919.15	4133	0.153166786007519	4.10598518982886	1.46238829948658	0.178662463111636	0.247647836006902	-6.69188594693912	SNX11	protein_coding
ENSG00000003056.8	3585	-0.0308073626242005	6.03151377267922	-0.373069101691043	0.717989398201585	0.773776443416198	-7.89414722518417	M6PR	protein_coding
ENSG00000003096.14	6983	-1.11784142710952	2.03436606961875	-5.46058650847299	0.000443988496165364	0.00184637448063429	-0.140914254170095	KLHL13	protein_coding
