GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	gene_type
ENSG00000000003.15	843.493646886976	0.570285053168889	0.0692094757318266	8.23998516299464	1.72232012431872e-16	1.49625232316643e-15	TSPAN6	protein_coding
ENSG00000000419.13	950.423722955349	0.0396266000155259	0.069685670778108	0.568647751726524	0.569595211903044	0.664201892205439	DPM1	protein_coding
ENSG00000000457.14	539.565224674346	-0.163619797245189	0.0822837604925258	-1.98848225051711	0.0467583801283844	0.084234218511123	SCYL3	protein_coding
ENSG00000000460.17	447.12236458364	-0.802970361130689	0.0923891080611141	-8.69117992349851	3.58694449266327e-18	3.41957656738538e-17	C1orf112	protein_coding
ENSG00000000971.16	2757.47624938008	1.33407514304499	0.0481454208997271	27.709284042266	5.39683447608584e-169	1.33135242594009e-166	CFH	protein_coding
ENSG00000001036.14	3866.08834353327	0.257124220473702	0.0426877107819858	6.02337805807588	1.70813815141185e-09	8.96323963800198e-09	FUCA2	protein_coding
ENSG00000001084.13	555.645232032215	0.478690636384137	0.0848657491849405	5.64056337193192	1.69494671318031e-08	8.11803097381808e-08	GCLC	protein_coding
ENSG00000001167.14	948.544930752305	-0.456567602241274	0.0701255870886075	-6.51071343851105	7.47947094399985e-11	4.4243572647426e-10	NFYA	protein_coding
ENSG00000001460.18	529.655133775346	-0.016956381617656	0.0849569746532926	-0.199587870058398	0.841802915202103	0.887365786641086	STPG1	protein_coding
ENSG00000001461.17	5882.66243768598	0.982203527782983	0.0392621366168502	25.0165582522437	4.03791553259547e-138	6.89620753609596e-136	NIPAL3	protein_coding
ENSG00000001497.17	1137.89573864176	-0.0185313572498609	0.0602640342992207	-0.307502766207946	0.758460717833381	0.823716618498104	LAS1L	protein_coding
ENSG00000001561.7	480.486270711651	1.50066992835153	0.0912606553045739	16.4437776974446	9.29405565178062e-61	3.63432133138709e-59	ENPP4	protein_coding
ENSG00000001617.12	440.814223034578	-1.24498033306465	0.0972163318745742	-12.8062878845387	1.51196306805091e-37	3.16356502887887e-36	SEMA3F	protein_coding
ENSG00000001629.10	3502.28390026903	-0.0632711040119589	0.0435807210682435	-1.45181406964061	0.146553310723206	0.223674770154864	ANKIB1	protein_coding
ENSG00000001630.17	1989.70702844957	0.23332546913675	0.0558448041659844	4.1781052440125	2.93947639810826e-05	9.94187836611361e-05	CYP51A1	protein_coding
ENSG00000001631.16	1495.98053582869	0.011257534666685	0.0560845832607866	0.200724227803187	0.840914214207742	0.886942375568275	KRIT1	protein_coding
ENSG00000002016.18	345.38800010585	-0.306270768690666	0.0998442487799386	-3.06748533273761	0.00215868054178734	0.00538108215893148	RAD52	protein_coding
ENSG00000002330.14	971.195534222786	0.184579836952257	0.0653514196342027	2.82441969869089	0.00473663156581196	0.0109786999127775	BAD	protein_coding
ENSG00000002549.12	1884.03636289091	0.176267725439316	0.0508838259323574	3.46412091090866	0.000531967344047604	0.001485551534275	LAP3	protein_coding
ENSG00000002586.20	17188.5518239325	0.181298886220609	0.0327222046434681	5.54054618861994	3.01529693072798e-08	1.40972539236796e-07	CD99	protein_coding
ENSG00000002586.20_PAR_Y	17187.8859090476	0.181417334497004	0.0327220600193283	5.54419050603308	2.95317174531103e-08	1.38262131712289e-07	CD99	protein_coding
ENSG00000002746.15	281.738727215941	0.98608238200788	0.114267046454561	8.62963043680318	6.15505227872177e-18	5.79322913958636e-17	HECW1	protein_coding
ENSG00000002822.15	760.202449260071	-0.294113740174994	0.0702095212237983	-4.18908625281012	2.80079937730105e-05	9.501795103095e-05	MAD1L1	protein_coding
ENSG00000002834.18	21767.6814714326	-0.310286835214742	0.0339850600253826	-9.13009525311994	6.84390513346581e-20	7.17496916982759e-19	LASP1	protein_coding
ENSG00000002919.15	705.734617192534	-0.0791862977332119	0.0758895303145755	-1.04344166323037	0.296743785910871	0.397315353127247	SNX11	protein_coding
ENSG00000003056.8	4715.61991341365	0.124746302303157	0.0396219834615476	3.1484113465501	0.00164160508999672	0.0041850667145081	M6PR	protein_coding
