Row.names	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_name	gene_type
ENSG00000000003.15	4536	-0.253007764632347	3.87796465085828	-3.33388253271442	0.00486078645182635	0.00880938063834216	-3.47488538860476	TSPAN6	protein_coding
ENSG00000000419.13	1207	-0.398231211956774	4.98410531587077	-5.90273960312989	3.69596456975891e-05	0.000122412684564045	1.37471901671748	DPM1	protein_coding
ENSG00000000457.14	6883	-0.187016592718842	3.16558737645163	-2.43643017168738	0.0286339422814705	0.0432910211056463	-5.06555765480875	SCYL3	protein_coding
ENSG00000000460.17	5970	-0.913160500392869	2.5534082020442	-11.3206939183242	1.77579535022793e-08	2.72899744479141e-07	9.7415907061044	C1orf112	protein_coding
ENSG00000001036.14	2822	0.099408884394672	4.85280343046635	1.09712850343789	0.290918209056534	0.344832370076817	-7.38035616957432	FUCA2	protein_coding
ENSG00000001084.13	8618	-0.649386143863359	6.73182933902946	-4.041390473454	0.00119083571764551	0.0025256879546059	-2.271103557058	GCLC	protein_coding
ENSG00000001167.14	3811	-0.415632118866134	4.60412978282758	-4.97179105371453	0.000199030664021477	0.000522328615720651	-0.331467708544609	NFYA	protein_coding
ENSG00000001460.18	8511	-0.1292628211321	4.09834371752087	-1.68133526214496	0.114643261660714	0.15068523577108	-6.51826765230308	STPG1	protein_coding
ENSG00000001461.17	9396	-0.280005748755664	6.05804403082996	-3.67955178931834	0.00243826077160853	0.0047739444241158	-2.99369527480379	NIPAL3	protein_coding
ENSG00000001497.17	5601	-0.453739678306512	4.93358045906485	-10.336504733733	5.64067511064233e-08	6.43001262137842e-07	8.18278928734364	LAS1L	protein_coding
ENSG00000001617.12	4826	-0.536000329032993	7.38720595854058	-12.2545538680298	6.38154821066389e-09	1.32569855619685e-07	10.4201643003008	SEMA3F	protein_coding
ENSG00000001629.10	7389	-0.116624326756125	5.73190945485372	-1.65102061677607	0.120761228103598	0.157816752240162	-6.72839843043047	ANKIB1	protein_coding
ENSG00000001630.17	3529	-0.0866090602607109	7.53693654747614	-1.42944590182794	0.174596910083851	0.219415639653938	-7.04852168226624	CYP51A1	protein_coding
ENSG00000001631.16	6204	-0.596796416609638	4.33863322400065	-11.1682234346266	2.11251497523452e-08	3.09589155565086e-07	9.27966245304138	KRIT1	protein_coding
ENSG00000002016.18	4503	-0.95319927238662	1.75047654514424	-7.6545294508395	2.14275106443053e-06	1.1377679664345e-05	4.92641649860277	RAD52	protein_coding
ENSG00000002079.14	6307	1.97928784369903	1.63074832237396	10.0121454601996	8.41438044531792e-08	8.66998891307901e-07	8.3180777965151	MYH16	transcribed_unitary_pseudogene
ENSG00000002330.14	1708	-0.527112138554775	4.98087762748268	-7.32865171365122	3.52855163747115e-06	1.71116703130029e-05	3.83177629979023	BAD	protein_coding
