GeneID	Length	logFC	logCPM	LR	PValue	FDR	gene_name	gene_type
ENSG00000000003.15	4536	0.19287529903034	4.37779206610135	8.06500814849313	0.00451282723525597	0.00747487111237645	TSPAN6	protein_coding
ENSG00000000419.13	1207	0.217772832365384	4.68714710034166	12.3310037417839	0.000445496796244195	0.000839919697487279	DPM1	protein_coding
ENSG00000000457.14	6883	-0.409837963680102	3.17635462712755	18.4144266592862	1.77707442100295e-05	3.89335926298221e-05	SCYL3	protein_coding
ENSG00000000460.17	5970	-1.43462738302938	3.62016901383476	260.096896519223	1.63453802766735e-58	2.57981843689749e-57	C1orf112	protein_coding
ENSG00000000971.16	7980	-0.265011416957689	5.24873431095945	24.1902808764441	8.72715852712625e-07	2.14309198222712e-06	CFH	protein_coding
ENSG00000001036.14	2822	0.108037581035466	6.41840995133498	6.279286291533	0.0122157288018275	0.0189628069016052	FUCA2	protein_coding
ENSG00000001084.13	8618	0.223507484994514	4.96218633062437	15.0966293011354	0.000102145513902527	0.000207088055039663	GCLC	protein_coding
ENSG00000001167.14	3811	-0.33127398371569	5.01152353709803	33.8716449472305	5.88704702864303e-09	1.73572805146336e-08	NFYA	protein_coding
ENSG00000001460.18	8511	0.460804672178619	4.2015339269483	40.9820232751032	1.53635891405311e-10	5.05506916390048e-10	STPG1	protein_coding
ENSG00000001461.17	9396	1.1415655453908	7.17556559345209	783.909938014814	1.69970881597833e-172	1.11066957516826e-170	NIPAL3	protein_coding
ENSG00000001497.17	5601	-0.494778106844803	4.58612270758438	59.3595356635607	1.31342201101672e-14	5.47952675019332e-14	LAS1L	protein_coding
ENSG00000001561.7	4644	4.55358029475436	0.995268250943239	251.81718242147	1.04299721324999e-56	1.59510150051203e-55	ENPP4	protein_coding
ENSG00000001617.12	4826	0.603960542672549	5.51223458733782	138.56132993884	5.49324366957934e-32	4.55815038691262e-31	SEMA3F	protein_coding
ENSG00000001626.16	9942	1.59317101668441	0.0404912992725521	33.1597039542908	8.48916565294706e-09	2.47083847948355e-08	CFTR	protein_coding
ENSG00000001629.10	7389	-0.00585673968884337	5.64528942019377	0.0139553287745642	0.905962534235136	0.92156139383751	ANKIB1	protein_coding
ENSG00000001630.17	3529	0.29319876407579	5.72933518797568	36.0612703975675	1.91209659547468e-09	5.86514551360842e-09	CYP51A1	protein_coding
ENSG00000001631.16	6204	-0.309050002736403	4.12687612850001	17.6255140295485	2.68955750402884e-05	5.77443142526467e-05	KRIT1	protein_coding
ENSG00000002016.18	4503	-0.175568393884818	2.16792314714486	1.79630990873065	0.180159249874062	0.224853655012114	RAD52	protein_coding
ENSG00000002330.14	1708	0.448800205643992	5.2039313748156	67.7563037519838	1.85004383806746e-16	8.43645420314612e-16	BAD	protein_coding
ENSG00000002549.12	3785	0.217475786418087	5.53158577313696	18.3509260553552	1.83729660299341e-05	4.0196834113176e-05	LAP3	protein_coding
ENSG00000002586.20	4858	0.280651245714147	8.02169385948045	51.5865035935653	6.8510938051265e-13	2.60326474079818e-12	CD99	protein_coding
ENSG00000002586.20_PAR_Y	4858	0.280651245714147	8.02169385948045	51.5865035935653	6.8510938051265e-13	2.60326474079818e-12	CD99	protein_coding
ENSG00000002745.13	3264	2.68609759634197	6.00173092880935	2580.87166754482	0	0	WNT16	protein_coding
ENSG00000002746.15	13935	0.87250330194706	1.03646008063522	20.192627538633	7.00222831486314e-06	1.59381766274844e-05	HECW1	protein_coding
ENSG00000002822.15	7230	-0.315014592740268	4.74639005659542	26.5879487401988	2.51809579195766e-07	6.4864372864061e-07	MAD1L1	protein_coding
ENSG00000002834.18	7061	0.204034775433588	9.26283878156022	22.1133746849969	2.57012833436405e-06	6.07609756010883e-06	LASP1	protein_coding
ENSG00000002919.15	4133	0.308803881565064	4.21226703661711	18.6222367306045	1.59350968855426e-05	3.5085686837587e-05	SNX11	protein_coding
ENSG00000002933.9	3477	2.70104916897312	1.2200196444132	161.619190456382	5.01055125620128e-37	4.82888378328091e-36	TMEM176A	protein_coding
ENSG00000003056.8	3585	-0.223421969405819	6.35041679910951	26.2197736339226	3.04686636435013e-07	7.79844089783442e-07	M6PR	protein_coding
ENSG00000003096.14	6983	-0.978983100096872	0.965125631299944	23.9681918063505	9.79404683890319e-07	2.39485615900665e-06	KLHL13	protein_coding
ENSG00000003249.14	4700	1.09753678854008	3.97290479959424	193.447544187326	5.62135790303325e-44	6.47789212994166e-43	DBNDD1	protein_coding
ENSG00000003393.15	10438	0.0496199703828796	4.76669806488357	0.670688670769108	0.412811608083069	0.471086396179204	ALS2	protein_coding
ENSG00000003402.20	22479	0.566392308404752	6.10422394531222	153.172543641529	3.51207580648062e-35	3.20734884794056e-34	CFLAR	protein_coding
ENSG00000003436.16	11714	0.132131237360968	6.56007260567755	9.74076670889366	0.00180225708426348	0.0031493858347477	TFPI	protein_coding
ENSG00000003509.16	3651	-0.230571664293952	3.68177080387589	7.68404915750973	0.00557110250684976	0.00910967671522893	NDUFAF7	protein_coding
ENSG00000003756.17	10357	-0.278176525595853	5.50375470504617	29.6210077334231	5.25324998226938e-08	1.43505645992287e-07	RBM5	protein_coding
ENSG00000003987.14	6928	0.0680372446605123	2.59808338983289	0.362366193964464	0.547195039745635	0.603250359832052	MTMR7	protein_coding
ENSG00000003989.18	7905	-0.956166534987795	6.85313280744338	527.618229486205	9.31361107283883e-117	3.34031402531274e-115	SLC7A2	protein_coding
ENSG00000004059.11	1825	0.0702760793656648	5.79774737464248	2.13421668358377	0.144044025785149	0.183740275718694	ARF5	protein_coding
ENSG00000004139.14	11105	0.0381469647912591	4.42615143126858	0.325277267932375	0.568453326956082	0.623419475099769	SARM1	protein_coding
ENSG00000004142.12	2670	-0.0683737071547308	6.60126798375387	2.63632848697201	0.104444664491447	0.136860988009264	POLDIP2	protein_coding
ENSG00000004399.13	9557	0.366663383489989	6.99444596853541	81.8684712918327	1.45451188325161e-19	7.68743397609481e-19	PLXND1	protein_coding
ENSG00000004455.17	9625	-0.134321241974649	6.1465736525751	8.85311016593358	0.0029258990000558	0.00498023518993218	AK2	protein_coding
ENSG00000004478.8	5163	-0.27134678812477	6.10318892813325	35.4791932288345	2.57789609333366e-09	7.8184397865856e-09	FKBP4	protein_coding
ENSG00000004487.17	5440	-0.576470988557997	6.25212652751574	166.979763351172	3.37948240619563e-38	3.34669638285194e-37	KDM1A	protein_coding
ENSG00000004534.15	7299	-0.451425786222837	5.45661397256116	76.0928247459563	2.70638892975377e-18	1.35563052924455e-17	RBM6	protein_coding
ENSG00000004660.15	7433	-0.730719330381377	3.02917136876347	52.8495168731735	3.60107235483534e-13	1.3888240374081e-12	CAMKK1	protein_coding
ENSG00000004700.16	3779	-0.0220508542919177	6.40873951808034	0.260874569004339	0.609519949929718	0.661726158353528	RECQL	protein_coding
ENSG00000004766.17	9559	0.0284009967345179	3.78661693160511	0.123920411127956	0.724820780751089	0.766874166742535	VPS50	protein_coding
ENSG00000004776.13	1724	0.767879308165183	6.29692695589363	298.494917223898	7.00940121273181e-67	1.29325326546349e-65	HSPB6	protein_coding
